#{"t_start": 1740659830.023298, "env_id": "None"}
r,l,t
-31882009.643417,840,239.211491
-32130701.272908,840,239.445031
-32659614.189975,840,239.680032
-32653902.961331,840,239.914496
-32184538.732594,840,240.147356
-32039232.817943,840,240.381955
-32648569.22809,840,240.615673
-32034805.051562,840,240.848674
-32597404.45978,840,241.081872
-32505261.494566,840,241.314983
-32090035.109288,840,241.548457
-32432607.883031,840,241.781931
-32208572.274796,840,242.014796
-33054474.695513,840,242.249334
-32285926.929097,840,242.487792
-32196900.620585,840,242.722032
-32699406.37155,840,242.954984
-32104639.520746,840,243.188221
-32089098.136539,840,243.422226
-32521624.764806,840,243.654786
-32159992.119349,840,243.888242
-31935602.211654,840,244.122475
-32162908.295094,840,244.356358
-32526708.580827,840,244.589457
-32230309.636172,840,244.82274
-32295735.718813,840,245.05674
-32005037.421922,840,245.292994
-31957563.823391,840,245.525994
-32241404.667728,840,245.759848
-32457020.842194,840,245.991787
-31873236.390885,840,246.224966
-32323155.526434,840,246.458036
-32343055.339388,840,246.690832
-32160215.571429,840,246.923181
-32088233.29403,840,247.156662
-32241341.076468,840,247.388862
-31984499.452552,840,247.619911
-32439785.929686,840,247.852764
-32118928.210927,840,248.088903
-32726211.323212,840,248.329309
-32034814.31813,840,248.569849
-32722338.470607,840,248.809849
-32060965.668449,840,249.049066
-32463028.614036,840,249.287252
-32024125.838884,840,249.52802
-32265607.081559,840,249.764541
-32112363.533622,840,250.000122
-32182112.467642,840,250.237199
-32145238.614031,840,250.467958
-31726061.85316,840,250.700176
-32400910.118591,840,250.937136
-32261143.140343,840,251.178143
-32139309.452142,840,251.414135
-32497204.078603,840,251.647286
-32086966.908241,840,251.880339
-32411907.196455,840,252.113339
-32594822.854605,840,252.346339
-32225460.598308,840,252.57934
-31528729.390248,840,252.813327
-31787510.532122,840,253.047211
-31921454.676593,840,253.279625
-32518045.242712,840,253.51287
-32162890.504444,840,253.747145
-32124407.643701,840,253.981543
-32826628.443138,840,254.214684
-32130303.443064,840,254.448068
-32115188.304711,840,254.681906
-32422538.864263,840,254.915712
-32704074.351703,840,255.148712
-32360166.365603,840,255.38288
-32828118.354972,840,255.615816
-31971702.538567,840,255.85028
-32070183.342652,840,256.082628
-32720941.85458,840,256.3156
-32142475.299812,840,256.54888
-32956758.081071,840,256.782595
-32102410.950083,840,257.014806
-32326653.499809,840,257.24802
-32222941.234178,840,257.48228
-32301997.969165,840,257.715132
-32249625.132311,840,257.94802
-32228918.754536,840,258.181019
-31722112.487988,840,258.414372
-31814565.550328,840,258.648065
-32792591.471094,840,258.881686
-32738469.285113,840,259.11433
-31987239.175163,840,259.348269
-32217509.241802,840,259.580459
-32017545.593799,840,259.814013
-32741739.733146,840,260.050013
-32048441.747723,840,260.284881
-32143461.769561,840,260.518141
-32299012.919435,840,260.75047
-31883403.508917,840,260.983963
-31478408.364162,840,261.217964
-32401908.59678,840,261.451647
-32434135.191681,840,261.683678
-32427392.047065,840,261.917209
-32331813.398249,840,262.150945
-32673617.198185,840,262.383945
-32242440.527612,840,262.617235
-31962732.194541,840,262.850938
-32275572.568582,840,263.084831
-32800328.164187,840,263.31782
-32330767.465296,840,263.550473
-32394005.109338,840,263.782795
-32153261.622535,840,264.016357
-32501356.54663,840,264.24988
-32032661.378383,840,264.48288
-31763175.850274,840,264.71602
-32521164.445808,840,264.950886
-31935936.302328,840,265.18444
-32543669.952948,840,265.417912
-32475561.328504,840,265.65062
-32102505.180686,840,265.88446
-32197656.204301,840,266.117712
-32058390.668602,840,266.351544
-32584498.289329,840,266.583918
-32111146.000014,840,266.817953
-32169911.141856,840,267.050952
-32088234.961394,840,267.284967
-32230167.224588,840,267.518346
-32010183.277412,840,267.751445
-32828250.301765,840,267.984663
-32222813.164456,840,268.217959
-31718392.331481,840,268.449959
-32175875.602039,840,268.683959
-32303019.464941,840,268.917168
-32561925.067229,840,269.150279
-31935820.973871,840,269.383832
-32692491.235776,840,269.616976
-32224953.975778,840,269.849977
-31985286.673763,840,270.084234
-32503808.129853,840,270.317824
