#{"t_start": 1740660108.039301, "env_id": "None"}
r,l,t
-289479.48345,15,20.87981
-297914.992754,15,20.900045
-274874.096807,15,20.926142
-281262.653273,15,20.951141
-282511.743199,15,20.969213
-284701.348733,15,20.991367
-285064.436169,15,21.010367
-285540.990914,15,21.033367
-298640.636197,15,21.053368
-291127.915362,15,21.079367
-285007.622253,15,21.106528
-290513.033936,15,21.142528
-298047.715868,15,21.167693
-306948.249675,15,21.194871
-295929.253387,15,21.21687
-292803.021841,15,21.239027
-296940.385606,15,21.265027
-14347.911421,15,21.288157
-209444.334116,15,21.311157
-290446.021658,15,21.334708
-43020.422804,15,21.359707
-281860.665541,15,21.380715
-284647.132625,15,21.401728
-285623.848855,15,21.423721
-289799.580836,15,21.44271
-286958.518967,15,21.47071
-293533.138583,15,21.495716
-289381.778955,15,21.516716
-284966.364737,15,21.534707
-280173.869021,15,21.556859
-206252.988226,15,21.58286
-283050.1829,15,21.605027
-286420.38546,15,21.626185
-284562.167562,15,21.647337
-290085.926245,15,21.67254
-298892.715754,15,21.698704
-279492.544287,15,21.722695
-308044.29919,15,21.747694
-284377.178772,15,21.772892
-286282.159556,15,21.800421
-278471.981693,15,21.818421
-204568.451572,15,21.838625
-296253.672955,15,21.859638
-294259.029701,15,21.878778
-279046.251731,15,21.900777
-179343.724636,15,21.921054
-287260.367338,15,21.945548
-289022.108579,15,21.971883
-292515.548239,15,21.99216
-289720.222632,15,22.018453
-293613.668652,15,22.042843
-296006.482365,15,22.065959
-300943.100085,15,22.087123
-47469.859857,15,22.113297
-280922.065871,15,22.138568
-292223.459592,15,22.161189
-294782.074577,15,22.180198
-278116.742719,15,22.207404
-296088.649651,15,22.238539
-310500.43192,15,22.263827
-284882.728031,15,22.285826
-279019.831713,15,22.31007
-280182.318525,15,22.333227
-294002.876026,15,22.36422
-299232.291124,15,22.397038
-295008.284214,15,22.425426
-289015.256074,15,22.449425
-297083.673493,15,22.472695
-215465.952958,15,22.496677
-93356.575612,15,22.520031
-270344.297904,15,22.54303
-203347.394982,15,22.56603
-296947.912541,15,22.58319
-266277.663662,15,22.603188
-280619.715646,15,22.625345
-302126.153749,15,22.656774
-138413.274338,15,22.677132
-76402.859056,15,22.697472
-77794.936996,15,22.717912
-83177.728548,15,22.739196
-77140.411984,15,22.761819
-135423.558337,15,22.785064
-298906.851796,15,22.807475
-250759.188059,15,22.832877
-286935.275258,15,22.853154
-288365.834025,15,22.87752
-293654.364081,15,22.898727
-292916.35147,15,22.921189
-292153.830155,15,22.941186
-284980.659832,15,22.960409
-280391.272729,15,22.98466
-283496.50806,15,23.005829
-249616.163441,15,23.028066
-289229.654019,15,23.051436
-281644.558617,15,23.078583
-286758.821465,15,23.098587
-298518.088485,15,23.11974
-285116.71563,15,23.13774
-295471.858616,15,23.15674
-285533.926429,15,23.176988
-299282.000432,15,23.201975
-291810.615869,15,23.22213
-301202.060257,15,23.248131
-290708.624741,15,23.26913
-279637.223832,15,23.28913
-196140.58164,15,23.315253
-303682.26056,15,23.335393
-140911.078733,15,23.371502
-294153.842771,15,23.399502
-291462.79747,15,23.427508
-283592.422295,15,23.451553
-292866.018678,15,23.474504
-288906.617618,15,23.492499
-285303.713857,15,23.511586
-129537.115478,15,23.5395
-295463.392097,15,23.564499
-285028.55696,15,23.589498
-63274.76207,15,23.618693
-285973.530583,15,23.647692
-291291.089905,15,23.670702
-283810.922464,15,23.689692
-281616.242085,15,23.71176
-293246.624607,15,23.738691
-293355.085583,15,23.761852
-58363.373478,15,23.781811
-280991.489597,15,23.805693
-272058.376212,15,23.827693
-136666.464824,15,23.855693
-287182.540212,15,23.873693
-281406.905933,15,23.894693
-280767.816526,15,23.917701
-283151.612994,15,23.938693
-284379.828269,15,23.960693
-293443.351107,15,23.982
-284801.15718,15,24.003127
-284456.11502,15,24.028286
-290871.008186,15,24.049455
-288075.619937,15,24.076763
-298886.061445,15,24.0999
-287750.197436,15,24.120101
-285640.528274,15,24.146101
-282684.946117,15,24.1741
-293723.023246,15,24.1931
-64533.648339,15,24.215098
-279455.189504,15,24.23311
-295410.802838,15,24.2521
-296301.103087,15,24.27764
-297504.972434,15,24.300305
-293952.402822,15,24.318305
-301641.952104,15,24.342178
-287562.796321,15,24.363508
-288502.418815,15,24.387885
-292262.747883,15,24.407236
-274733.700883,15,24.427521
-281476.401466,15,24.447789
-283742.018107,15,24.484848
-282733.699856,15,24.518153
-288357.934911,15,24.540262
-98554.665749,15,24.56037
-291364.841501,15,24.584373
-291415.073259,15,24.610518
-283091.978985,15,24.633645
-130630.163319,15,24.656037
-290038.725702,15,24.67617
-290637.17826,15,24.696336
-290438.943182,15,24.720706
-156095.186851,15,24.740882
-279977.534046,15,24.758965
-54759.446493,15,24.775964
-298089.228026,15,24.79635
-289948.232318,15,24.824615
-287684.177737,15,24.848726
-284741.030574,15,24.869048
-289064.27177,15,24.899456
-279520.39156,15,24.932631
-284637.965261,15,24.958762
-301747.738449,15,24.980762
-286526.452923,15,24.999763
-9849.469266,15,25.018763
-298675.915375,15,25.042949
-294814.687534,15,25.061052
-278629.929905,15,25.080153
-285612.050305,15,25.100144
-294507.138421,15,25.118327
-239395.105141,15,25.139489
-281408.522939,15,25.160596
-296271.540822,15,25.179596
-289627.894091,15,25.199596
-298580.297792,15,25.216595
-292607.020436,15,25.234594
-291318.127852,15,25.256603
-140392.003473,15,25.277595
-284422.044291,15,25.296726
-281655.853509,15,25.31794
-286739.985925,15,25.341212
-289488.663592,15,25.364958
-280669.381585,15,25.383944
-280073.40744,15,25.406944
-294603.445996,15,25.427942
-179036.935706,15,25.446944
-288597.030847,15,25.471943
-288471.749513,15,25.491942
-281926.674505,15,25.513942
-281108.908048,15,25.538946
-283300.917088,15,25.564468
-290218.70788,15,25.59083
-289905.941958,15,25.612985
-288982.756529,15,25.635118
-282885.03361,15,25.654407
-301779.144904,15,25.673524
-282087.183032,15,25.694784
-285799.510929,15,25.716114
-289962.559197,15,25.738373
-57111.780683,15,25.763488
-190995.577924,15,25.79387
-290919.928872,15,25.817999
-295506.62584,15,25.838331
-297586.342591,15,25.858568
-290266.963452,15,25.879827
-295530.213941,15,25.903095
-286961.529888,15,25.921372
-175353.085669,15,25.942706
-296303.080001,15,25.96925
-297035.269237,15,25.996614
-298327.519004,15,26.03216
-289473.668729,15,26.057483
-287824.176548,15,26.080831
-303197.660833,15,26.103084
-224319.085519,15,26.128084
-288125.68576,15,26.147215
-293638.330909,15,26.167346
-299304.765126,15,26.190336
-291626.22358,15,26.214492
-288375.519222,15,26.240824
-275064.788583,15,26.261995
-260412.027761,15,26.284293
-303294.786278,15,26.304475
-296246.88699,15,26.329482
-293240.559056,15,26.353484
-283027.054517,15,26.377482
-296244.451116,15,26.397482
-288562.146482,15,26.418481
-294276.78935,15,26.438484
-296669.080587,15,26.465476
-301224.388753,15,26.484484
-280620.778021,15,26.510478
-288275.028811,15,26.533475
-280948.056704,15,26.558476
-144145.113121,15,26.577478
-291623.697935,15,26.59659
-282249.727998,15,26.615104
-283313.75069,15,26.634104
-290355.046163,15,26.651227
-282961.643731,15,26.678526
-290344.659373,15,26.697526
-284501.294015,15,26.719527
-291960.061493,15,26.737798
-133280.91158,15,26.75896
-285494.637826,15,26.78703
-288683.198296,15,26.812022
-286739.837159,15,26.83289
-278881.581004,15,26.856889
-289579.969956,15,26.880454
-282819.102776,15,26.902447
-302148.62434,15,26.919447
-284141.099531,15,26.939725
-288804.893756,15,26.958722
-288746.230695,15,26.97973
-290343.145975,15,27.003861
-296401.751776,15,27.02686
-302558.65428,15,27.045869
-290215.017568,15,27.068861
-297307.582365,15,27.092289
-298001.038641,15,27.118788
-247829.312584,15,27.139008
-283327.999649,15,27.159226
-299681.222238,15,27.178494
-277584.089372,15,27.197654
-298135.751805,15,27.220792
-288036.565213,15,27.241042
-274020.55153,15,27.259167
-156200.745708,15,27.279367
-301278.222369,15,27.299726
-286466.412234,15,27.325317
-281683.29479,15,27.343732
-271114.682417,15,27.367093
-292924.52647,15,27.406597
-278235.259855,15,27.437596
-287236.14593,15,27.457724
-278191.851878,15,27.482722
-285189.707591,15,27.506048
-292352.145898,15,27.525119
-290464.288409,15,27.54741
-288193.087238,15,27.569703
-25078.525184,15,27.593161
-279547.6316,15,27.614161
-296331.939649,15,27.634166
-286422.591845,15,27.660285
-285972.239127,15,27.680605
-277377.056135,15,27.701627
-293214.813862,15,27.718791
-181743.097787,15,27.73691
-296677.946648,15,27.762046
-282311.012899,15,27.782048
-287196.56329,15,27.801047
-290972.089121,15,27.820154
-289027.526262,15,27.841556
-290388.971798,15,27.866726
-294449.51416,15,27.887874
-292871.015009,15,27.909984
-284855.999219,15,27.929984
-289433.366754,15,27.949984
-294876.222748,15,27.973982
-286384.378733,15,27.993984
-298659.661232,15,28.013993
-295254.324794,15,28.034984
-282618.603352,15,28.054983
-281903.348385,15,28.082985
-280602.841001,15,28.107987
-107879.540699,15,28.127985
-6046.161279,15,28.145984
-282869.969899,15,28.165982
-281318.527061,15,28.192985
-289956.402853,15,28.213984
-288114.645004,15,28.233984
-281303.441093,15,28.258984
-280821.549124,15,28.278838
-2002.6225,15,28.301979
-294000.249203,15,28.322982
-304632.585791,15,28.346978
-281676.745285,15,28.371983
-282793.166887,15,28.391977
-286262.025773,15,28.416976
-287806.660882,15,28.443977
-297986.252671,15,28.464978
-287753.982027,15,28.485115
-285704.953018,15,28.51148
-288283.300396,15,28.536616
-287352.122985,15,28.558619
-294292.282423,15,28.580873
-299523.189172,15,28.602677
-289746.35161,15,28.631886
-288389.581928,15,28.653218
-288948.322021,15,28.673495
-285229.921614,15,28.692651
-296941.325017,15,28.715802
-283188.369482,15,28.741219
-288326.594015,15,28.775419
-285056.776579,15,28.803581
-283572.100975,15,28.833997
-81515.932823,15,28.858136
-290903.45693,15,28.879408
-288663.837903,15,28.89755
-293738.596502,15,28.921717
-287867.02564,15,28.948853
-279521.881534,15,28.968851
-290714.656173,15,28.990003
-219262.59345,15,29.013197
-285000.408187,15,29.032207
-298602.053809,15,29.055195
-298897.978894,15,29.076319
-292741.847246,15,29.096469
-13504.162036,15,29.117597
-284887.991547,15,29.139599
-301645.717967,15,29.162973
-246022.310428,15,29.188383
-283476.074754,15,29.21307
-99356.17639,15,29.234071
-294858.189681,15,29.25821
-291480.619987,15,29.289369
-284407.252522,15,29.310369
-279668.587514,15,29.330655
-284735.62938,15,29.347656
-284667.654785,15,29.372928
-136023.818211,15,29.392131
-299841.304352,15,29.414129
-285319.147837,15,29.433449
-282538.938542,15,29.451451
-285296.482082,15,29.473448
-289803.23224,15,29.503637
-256295.640262,15,29.525632
-284084.817194,15,29.545632
-300942.046236,15,29.569753
-281708.172818,15,29.595878
-290086.580887,15,29.616879
-300101.233646,15,29.639882
-172149.355106,15,29.660748
-290309.738332,15,29.684751
-302650.468778,15,29.707903
-216676.272478,15,29.730903
-287062.78643,15,29.750906
-275104.027313,15,29.770907
-289298.138643,15,29.789907
-294040.270732,15,29.818975
-286263.207464,15,29.842106
-301562.323421,15,29.862103
-278470.417312,15,29.882103
-290977.313207,15,29.906204
-286628.7823,15,29.935194
-217052.357835,15,29.959194
-285671.980907,15,29.977358
-252256.935767,15,29.996358
-290545.408137,15,30.022358
-286258.066276,15,30.049361
-285024.523075,15,30.082395
-286421.449346,15,30.111706
-291669.479184,15,30.142046
-290458.444309,15,30.163163
-295027.114186,15,30.187355
-286875.744451,15,30.209674
-296202.694402,15,30.228673
-292649.527565,15,30.251059
-280075.718991,15,30.273291
-285462.152751,15,30.292549
-269594.902551,15,30.312768
-286945.845421,15,30.333918
-293106.583016,15,30.360244
-294792.764488,15,30.385568
-293170.891365,15,30.411145
-285263.82039,15,30.431267
-280729.123469,15,30.448268
-269768.364091,15,30.474386
-293664.702238,15,30.496609
-295905.277974,15,30.520741
-281367.227624,15,30.539922
-290015.484156,15,30.561299
-285635.028601,15,30.584299
-293043.165687,15,30.603298
-290806.186893,15,30.624299
-290303.364498,15,30.6483
-291288.677133,15,30.675299
-285783.099649,15,30.697461
-292033.592284,15,30.71795
-293065.644718,15,30.741304
-285534.030238,15,30.760549
-282229.020008,15,30.78473
-98380.65058,15,30.801869
-299370.68051,15,30.822015
-282259.99839,15,30.843015
-283529.561653,15,30.866015
-289785.584362,15,30.890013
-284933.058706,15,30.914013
-298422.432787,15,30.939865
-286109.338073,15,30.960309
-170680.865323,15,30.978497
-287406.025564,15,31.003987
-2099.5125,15,31.02533
-301121.955292,15,31.049739
-293154.903671,15,31.07144
-291049.870481,15,31.095824
-291358.570447,15,31.124202
-287480.971845,15,31.147319
-60969.387512,15,31.168593
-295196.03815,15,31.191096
-275826.339207,15,31.215341
-276007.238177,15,31.23647
-167040.052512,15,31.254874
-298686.148192,15,31.277317
-296477.667073,15,31.302677
-284964.145736,15,31.326916
-296097.771383,15,31.348209
-286292.446217,15,31.372679
-291489.735977,15,31.395046
-292762.35442,15,31.42542
-298668.046502,15,31.449797
-280545.94098,15,31.488975
-207830.120092,15,31.520817
-291231.944534,15,31.549966
-300670.462728,15,31.568966
-293443.14411,15,31.588975
-296480.903053,15,31.608975
-287329.842967,15,31.631143
-293020.582933,15,31.654966
-282959.531508,15,31.675966
-285524.059726,15,31.696966
-291213.528236,15,31.716964
-293274.814734,15,31.738966
-296128.95765,15,31.768967
-118874.622548,15,31.791836
-264402.748949,15,31.811997
-291387.049534,15,31.833996
-289222.991444,15,31.861995
-283384.993238,15,31.883996
-95853.458666,15,31.905996
-293519.421759,15,31.926996
-296314.088318,15,31.951179
-291006.598322,15,31.977995
-283012.332493,15,32.001135
-288515.236311,15,32.018996
-297388.224862,15,32.039996
-295954.764736,15,32.062997
-57046.714647,15,32.091125
-89094.036901,15,32.11
-296494.38731,15,32.132996
-300171.84763,15,32.153996
-291286.127854,15,32.174996
-275296.936544,15,32.198996
-287823.890601,15,32.217996
-282663.118015,15,32.2376
-313532.516326,15,32.262053
-10410.480862,15,32.282195
-284814.539124,15,32.307334
-23787.364858,15,32.329333
-285305.537679,15,32.351521
-284531.91617,15,32.371588
-136028.827874,15,32.393845
-293407.505561,15,32.421018
-293145.072806,15,32.441634
-288466.109109,15,32.460634
-296880.429471,15,32.480632
-280202.20548,15,32.50264
-288411.687262,15,32.526631
-291503.254801,15,32.54363
-209052.615528,15,32.566631
-281878.630463,15,32.591634
-284512.784001,15,32.611926
-288140.913579,15,32.632631
-296115.238965,15,32.656631
-288167.14465,15,32.678819
-290385.549365,15,32.698818
-282012.460811,15,32.716819
-290532.539566,15,32.74282
-281476.824838,15,32.76182
-295028.586847,15,32.780919
-297541.841061,15,32.800919
-290316.785887,15,32.82392
-280719.753709,15,32.851187
-287556.458984,15,32.87029
-297503.819768,15,32.892385
-283220.447722,15,32.925626
-284472.333992,15,32.95903
-285643.093755,15,32.981248
-249477.657635,15,32.999257
-297351.54394,15,33.023555
-275234.019074,15,33.044762
-211501.809286,15,33.067762
-266818.724342,15,33.085016
-304074.174646,15,33.104016
-182610.59786,15,33.122465
-291662.158421,15,33.139466
-286452.911365,15,33.157465
-283677.214879,15,33.183821
-282975.436938,15,33.20482
-292725.038796,15,33.223057
-216780.954538,15,33.239057
-293023.686606,15,33.260056
-286956.678451,15,33.287058
-294924.208509,15,33.310315
-292751.732926,15,33.327313
-130095.824127,15,33.347409
-303743.851772,15,33.368553
-288717.138186,15,33.394803
-294154.90623,15,33.412944
-285222.008085,15,33.432058
-290037.52742,15,33.45422
-89941.662376,15,33.476341
-286954.638328,15,33.498572
-290894.320327,15,33.517711
-301686.629109,15,33.537051
-176570.79396,15,33.558312
-104958.224257,15,33.576521
-292698.134359,15,33.600669
-299484.678085,15,33.625958
-293525.362469,15,33.647108
-288865.129679,15,33.668107
-287814.678502,15,33.688694
-266197.750971,15,33.709922
-289002.741476,15,33.730012
-292454.711423,15,33.747011
-285592.761383,15,33.766011
-288637.577786,15,33.789009
-296998.092792,15,33.810012
-299743.800559,15,33.835015
-278038.06338,15,33.855011
-290909.901621,15,33.874012
-299125.558123,15,33.89301
-294300.597289,15,33.910011
-277971.329977,15,33.934021
-296598.307125,15,33.955017
-204577.645332,15,33.977011
-21773.644035,15,33.996011
-294712.067615,15,34.017011
-292338.441286,15,34.041139
-292203.826368,15,34.061157
-293806.844334,15,34.079011
-286027.511628,15,34.100011
-303648.880725,15,34.120011
-297557.163597,15,34.147012
-285465.622687,15,34.172014
-289531.642043,15,34.196012
-290206.550264,15,34.219011
-291369.461485,15,34.247011
-291981.689317,15,34.274012
-286669.448717,15,34.297012
-288923.126546,15,34.329011
-287964.28771,15,34.363011
-292535.346601,15,34.385019
-2279.9625,15,34.41101
-291269.836105,15,34.436141
-292629.788633,15,34.459312
-4679.100561,15,34.48147
-311586.023125,15,34.503313
-293714.555844,15,34.527328
-281920.458552,15,34.546631
-287705.009936,15,34.56503
-299835.717941,15,34.592191
-282286.019526,15,34.612351
-273198.618374,15,34.633519
-296467.046321,15,34.653138
-274093.943933,15,34.675545
-286823.301383,15,34.701155
-300502.512352,15,34.720304
-98404.290063,15,34.73846
-288124.161502,15,34.760728
-287695.056386,15,34.787028
-288167.374747,15,34.815531
-53890.301951,15,34.83753
-15457.517678,15,34.860815
-288709.457638,15,34.880805
-297591.054754,15,34.907208
-283103.485264,15,34.927339
-277434.995115,15,34.949609
-282338.990298,15,34.970865
-283888.22412,15,34.994011
-54389.596588,15,35.020284
-291841.447603,15,35.04247
-286018.223712,15,35.063739
-284272.820941,15,35.084731
-288962.584868,15,35.103915
-295104.866632,15,35.130181
-102809.407178,15,35.150347
-276008.043307,15,35.1708
-287052.995616,15,35.193049
-161380.199402,15,35.213203
-282149.938607,15,35.237338
-287750.995113,15,35.260761
-279520.296656,15,35.280796
-284513.306894,15,35.303925
-284617.262285,15,35.325993
-295770.118455,15,35.355993
-268382.515587,15,35.374992
-284247.422838,15,35.39599
-279210.094611,15,35.417992
-290122.506779,15,35.442992
-209362.964582,15,35.464001
-292371.853635,15,35.485001
-304483.655284,15,35.507993
-285585.169352,15,35.532275
-276711.616165,15,35.558276
-297508.782455,15,35.580276
-296835.211543,15,35.600276
-287745.691014,15,35.623272
-292594.784871,15,35.642397
-245180.770126,15,35.666647
-290241.957676,15,35.684767
-289666.569721,15,35.704991
-290281.049781,15,35.726129
-294808.473457,15,35.750418
-206154.343792,15,35.77554
-306950.311862,15,35.795549
-287345.027287,15,35.813686
-283985.609911,15,35.830821
-249461.934632,15,35.850817
-302179.689334,15,35.873923
-295732.537643,15,35.895922
-286569.948877,15,35.919072
-277820.534089,15,35.940312
-68794.461352,15,35.960475
-291780.053268,15,35.986723
-277725.836207,15,36.018723
-277300.28947,15,36.046721
-287775.664915,15,36.067721
-292061.253979,15,36.091042
-286289.395663,15,36.112484
-288992.261488,15,36.133744
-293764.360043,15,36.153985
-218401.199579,15,36.174243
-288804.949679,15,36.197412
-288772.363629,15,36.218546
-294773.59371,15,36.241933
-166268.262155,15,36.262122
-280739.435174,15,36.282395
-277839.477465,15,36.305553
-277801.84279,15,36.324822
-296342.570556,15,36.341989
-282853.913698,15,36.363132
-126214.036899,15,36.383378
-292801.832783,15,36.40655
-292149.616354,15,36.432877
-284559.199932,15,36.454008
-291220.097211,15,36.473008
-288621.945549,15,36.493008
-292393.134348,15,36.516006
-284756.078972,15,36.540014
-293357.895614,15,36.562018
-284473.602501,15,36.587015
-286092.147222,15,36.612008
-289750.798357,15,36.644007
-296301.812336,15,36.664081
-295828.531012,15,36.688006
-288879.699398,15,36.711208
-300598.789528,15,36.738012
-255286.303427,15,36.758011
-279407.338936,15,36.777317
-309876.467744,15,36.796521
-296442.901636,15,36.815893
-298080.269117,15,36.835145
-214553.259218,15,36.858317
-283756.125946,15,36.875473
-293680.795541,15,36.896709
-293210.851766,15,36.916936
-292155.866532,15,36.935938
-288382.406026,15,36.95794
-291397.209898,15,36.976935
-285882.40999,15,36.997934
-279204.766244,15,37.018934
-293431.0331,15,37.035934
-293616.610727,15,37.060321
-140632.20931,15,37.084323
-295850.517509,15,37.104012
-282248.270092,15,37.121236
-279443.582518,15,37.141234
-282308.28773,15,37.161485
-304629.125836,15,37.184759
-294031.307983,15,37.200886
-127535.935413,15,37.219982
-291295.48784,15,37.238085
-117032.606197,15,37.256085
-288632.296673,15,37.278384
-281649.318277,15,37.299528
-294876.337833,15,37.319525
-302479.51751,15,37.337777
-296411.249475,15,37.354778
-296795.106166,15,37.379912
-300837.776368,15,37.403073
-281794.086751,15,37.423073
-286601.178543,15,37.441216
-287623.018212,15,37.465219
-275148.055918,15,37.503713
-288423.391181,15,37.530855
-287496.62009,15,37.549853
-264083.822679,15,37.570047
-286745.277436,15,37.588047
-291601.984506,15,37.609162
-284448.312363,15,37.628412
-285856.161321,15,37.653541
-289503.307838,15,37.675632
-287205.012613,15,37.694632
-295484.842962,15,37.717855
-281749.26178,15,37.738954
-290355.698017,15,37.758085
-297909.265063,15,37.778181
-170417.245803,15,37.799168
-276860.521553,15,37.820735
-281629.313422,15,37.838737
-290760.614341,15,37.856736
-69477.022385,15,37.871827
-290437.479569,15,37.894829
-97427.266245,15,37.914829
-289795.288183,15,37.939107
-289776.979981,15,37.954213
-276066.819968,15,37.972479
-284371.759576,15,37.990757
-233434.863333,15,38.011756
-81586.698955,15,38.029778
-290678.658356,15,38.05508
-290011.090575,15,38.073344
-287170.471142,15,38.091344
-284743.285463,15,38.110343
-297756.775335,15,38.128633
-96451.65071,15,38.150924
-284527.698928,15,38.17311
-291248.88751,15,38.189109
-277834.928634,15,38.207252
-289559.175168,15,38.225251
-289229.684214,15,38.242251
-287604.913368,15,38.265388
-45751.764344,15,38.28639
-289660.584855,15,38.305503
-259350.860791,15,38.324414
-282993.744217,15,38.341414
-293097.80447,15,38.366724
-296873.924287,15,38.385733
-283342.941109,15,38.403734
-283071.783239,15,38.423863
-295879.503957,15,38.448852
-126804.788904,15,38.471978
-297460.084964,15,38.490187
-297576.274173,15,38.507187
-276139.756057,15,38.526306
-123746.144293,15,38.545306
-297935.167292,15,38.563306
-284351.24115,15,38.583641
-287677.233586,15,38.604753
-277467.060318,15,38.629106
-44869.312218,15,38.652105
-292480.144408,15,38.674284
-294982.179429,15,38.700274
-138082.652923,15,38.722536
-213002.547268,15,38.740536
-286341.941164,15,38.756557
-286429.651561,15,38.775527
-294173.168247,15,38.801684
-61775.050813,15,38.821776
-278872.639943,15,38.839887
-293026.953547,15,38.858887
-295722.016772,15,38.877039
-128877.182501,15,38.903282
-284492.251139,15,38.926625
-296451.071415,15,38.946594
-294131.889599,15,38.966764
-90694.356545,15,38.988733
-293860.50186,15,39.011855
-14378.655937,15,39.030973
-292275.199,15,39.048973
-290754.051165,15,39.067072
-288911.652753,15,39.082159
-289868.814474,15,39.10116
-278146.826508,15,39.124407
-292887.766866,15,39.14564
-298870.009307,15,39.164843
-291845.263003,15,39.186182
-280612.007132,15,39.205181
-300003.393125,15,39.231442
-290700.505845,15,39.263562
-123221.074586,15,39.292562
-293596.688775,15,39.314562
-286645.848027,15,39.336561
-294223.587561,15,39.357656
-288198.712262,15,39.377656
-293268.829507,15,39.396655
-293235.538327,15,39.414654
-217621.02852,15,39.430769
-286476.153942,15,39.45111
-292073.123603,15,39.469114
-300744.250178,15,39.486114
-282260.822663,15,39.503463
-296990.440758,15,39.524461
-295238.460066,15,39.553713
-287596.077395,15,39.57571
-287097.8028,15,39.59171
-256785.922054,15,39.608712
-298298.573876,15,39.627712
-282295.299268,15,39.64571
-292606.673874,15,39.66671
-268031.199662,15,39.687726
-290773.250767,15,39.708832
-292080.710176,15,39.729083
-278778.473523,15,39.746083
-288248.141975,15,39.767186
-292885.858208,15,39.791388
-280499.085148,15,39.813297
-291308.044058,15,39.830296
-294924.788274,15,39.853297
-287065.068502,15,39.876298
-293320.953792,15,39.904297
-299722.041812,15,39.924297
-290646.215842,15,39.943671
-287966.450667,15,39.962671
-298558.426435,15,39.980785
-296327.008265,15,40.000785
-303105.570785,15,40.019918
-287070.44677,15,40.038169
-290716.043516,15,40.059348
-296776.806949,15,40.076348
-290601.570057,15,40.09457
-293559.736346,15,40.120673
-302263.11211,15,40.140336
-291114.772839,15,40.159445
-288379.088675,15,40.180444
-297880.46653,15,40.199443
-285591.618458,15,40.222765
-278370.415706,15,40.24277
-296208.963103,15,40.260935
-293018.238975,15,40.279185
-286177.65161,15,40.297183
-219468.870919,15,40.313421
-301017.44726,15,40.337656
-285483.804955,15,40.358656
-162065.716239,15,40.375822
-297176.010353,15,40.392822
-281812.341181,15,40.41082
-297524.190767,15,40.435125
-294123.989183,15,40.458126
-297705.004831,15,40.477125
-285074.011878,15,40.497256
-285446.663476,15,40.516256
